--------- beginning of main
--------- beginning of system
08-03 19:48:40.136 13477  6410 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-03 19:50:15.116 13477  6627 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-03 19:50:15.116 13477  6627 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-03 19:50:15.116 13477  6627 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-03 19:50:15.117 13477  6627 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-03 19:50:17.498 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:17.498 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:17.498 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:17.499 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:17.499 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=14,misses=57,hitRate=19%]', 
08-03 19:50:17.499 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:18.005 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:18.008 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:18.516 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:18.516 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:18.517 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:18.517 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:18.517 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '58', toString = 'LruCache[maxSize=100,hits=14,misses=58,hitRate=19%]', 
08-03 19:50:18.517 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:19.011 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:19.014 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:20.949 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:20.949 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:20.950 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:20.950 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:20.950 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '59', toString = 'LruCache[maxSize=100,hits=14,misses=59,hitRate=19%]', 
08-03 19:50:20.950 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:21.470 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:21.474 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:24.914 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:24.915 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:24.915 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:24.915 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:24.915 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '60', toString = 'LruCache[maxSize=100,hits=14,misses=60,hitRate=18%]', 
08-03 19:50:24.915 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:25.466 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:25.469 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:25.889 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:25.889 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:25.889 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:25.889 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:25.889 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '61', toString = 'LruCache[maxSize=100,hits=14,misses=61,hitRate=18%]', 
08-03 19:50:25.889 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:26.276 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:26.279 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.080 13477  6626 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.083 13477  6626 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.087 13477  6623 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.094 13477  6623 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.108 13477  6621 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.108 13477  6628 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.115 13477  6628 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.117 13477  6621 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.838 13477  6622 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.845 13477  6622 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:27.860 13477  6624 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-03 19:50:27.864 13477  6624 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:28.187 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:28.188 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:28.188 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:28.188 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:28.189 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '62', toString = 'LruCache[maxSize=100,hits=14,misses=62,hitRate=18%]', 
08-03 19:50:28.189 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:28.733 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:28.736 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:32.152 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:32.152 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:32.153 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:32.153 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:32.153 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '63', toString = 'LruCache[maxSize=100,hits=14,misses=63,hitRate=18%]', 
08-03 19:50:32.153 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:32.732 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:32.735 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:33.169 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:50:33.170 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:33.170 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:33.170 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:33.170 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:50:33.171 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '64', toString = 'LruCache[maxSize=100,hits=14,misses=64,hitRate=17%]', 
08-03 19:50:33.171 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:50:33.655 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:33.658 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:35.574 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:50:35.575 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:35.575 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:35.575 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:35.575 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:50:35.575 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '65', toString = 'LruCache[maxSize=100,hits=14,misses=65,hitRate=17%]', 
08-03 19:50:35.575 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:50:36.108 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:36.111 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:39.525 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:50:39.527 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:39.527 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:39.527 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:39.527 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:50:39.527 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '66', toString = 'LruCache[maxSize=100,hits=14,misses=66,hitRate=17%]', 
08-03 19:50:39.527 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:50:40.104 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:40.109 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
