--------- beginning of main
--------- beginning of system
08-05 02:12:25.240  9645 18889 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 02:13:58.883  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:58.883  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '56', toString = 'LruCache[maxSize=100,hits=14,misses=56,hitRate=20%]', 
08-05 02:13:58.883  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:59.403  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:59.407  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:03.126  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:14:03.128  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:03.129  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:03.129  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:03.129  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:14:03.129  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=14,misses=57,hitRate=19%]', 
08-05 02:14:03.129  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:14:03.719  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:03.723  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:04.122  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:04.122  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:04.123  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:04.123  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:04.123  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '58', toString = 'LruCache[maxSize=100,hits=14,misses=58,hitRate=19%]', 
08-05 02:14:04.123  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:04.544  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:04.554  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:06.541  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:06.542  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:06.542  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:06.542  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:06.543  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '59', toString = 'LruCache[maxSize=100,hits=14,misses=59,hitRate=19%]', 
08-05 02:14:06.543  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:07.097  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:07.101  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:10.508  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:10.508  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:10.508  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:10.509  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:10.509  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '60', toString = 'LruCache[maxSize=100,hits=14,misses=60,hitRate=18%]', 
08-05 02:14:10.509  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:11.073  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:11.076  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:11.520  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:11.520  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:11.520  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:11.520  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:11.520  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '61', toString = 'LruCache[maxSize=100,hits=14,misses=61,hitRate=18%]', 
08-05 02:14:11.520  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:11.994  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:11.997  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:12.091  9645 19128 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:12.094  9645 19128 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:12.108  9645 19126 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:12.111  9645 19124 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:12.118  9645 19130 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:12.118  9645 19126 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:12.125  9645 19130 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:12.126  9645 19124 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:12.897  9645 19132 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:12.902  9645 19132 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:13.671  9645 19127 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:14:13.673  9645 19127 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:13.899  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:13.899  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:13.899  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:13.899  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:13.900  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '62', toString = 'LruCache[maxSize=100,hits=14,misses=62,hitRate=18%]', 
08-05 02:14:13.900  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:14.456  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:14.459  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:17.888  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:17.888  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:17.889  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:17.889  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:17.889  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '63', toString = 'LruCache[maxSize=100,hits=14,misses=63,hitRate=18%]', 
08-05 02:14:17.889  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:18.395  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:18.398  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:18.981  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:18.981  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:18.981  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:18.981  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:18.981  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '64', toString = 'LruCache[maxSize=100,hits=14,misses=64,hitRate=17%]', 
08-05 02:14:18.981  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:19.380  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:19.383  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:14:21.293  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:14:21.293  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:14:21.293  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:14:21.293  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:14:21.294  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '65', toString = 'LruCache[maxSize=100,hits=14,misses=65,hitRate=17%]', 
08-05 02:14:21.294  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:14:22.041  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:14:22.044  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
